"Town","FIPS","Year","Householder Status","Measure Type","Variable","Value"
"Oxford","0900958300","2011-2015","Homeowner","Number","Cost-burdened Households",1077
"Oxford","0900958300","2011-2015","Homeowner","Number","Margins of Error",221.58
"Oxford","0900958300","2011-2015","Homeowner","Percent","Cost-burdened Households",38.9
"Oxford","0900958300","2011-2015","Homeowner","Percent","Margins of Error",7.32
"Oxford","0900958300","2011-2015","Renter","Number","Cost-burdened Households",150
"Oxford","0900958300","2011-2015","Renter","Number","Margins of Error",94.37
"Oxford","0900958300","2011-2015","Renter","Percent","Cost-burdened Households",34.4
"Oxford","0900958300","2011-2015","Renter","Percent","Margins of Error",20.18
"Oxford","0900958300","2012-2016","All","Number","Cost-burdened Households",1132
"Oxford","0900958300","2012-2016","All","Number","Margins of Error",254.98
"Oxford","0900958300","2012-2016","All","Percent","Cost-burdened Households",34.71
"Oxford","0900958300","2012-2016","All","Percent","Margins of Error",7.3
"Oxford","0900958300","2012-2016","Homeowner","Number","Cost-burdened Households",1004
"Oxford","0900958300","2012-2016","Homeowner","Number","Margins of Error",239.03
"Oxford","0900958300","2012-2016","Homeowner","Percent","Cost-burdened Households",35.4
"Oxford","0900958300","2012-2016","Homeowner","Percent","Margins of Error",7.77
"Oxford","0900958300","2012-2016","Renter","Number","Cost-burdened Households",128
"Oxford","0900958300","2012-2016","Renter","Number","Margins of Error",88.77
"Oxford","0900958300","2012-2016","Renter","Percent","Cost-burdened Households",30.1
"Oxford","0900958300","2012-2016","Renter","Percent","Margins of Error",18.34
"Oxford","0900958300","2013-2017","All","Number","Cost-burdened Households",1108
"Oxford","0900958300","2013-2017","All","Number","Margins of Error",230.65
"Oxford","0900958300","2013-2017","All","Percent","Cost-burdened Households",34.38
"Oxford","0900958300","2013-2017","All","Percent","Margins of Error",6.56
"Oxford","0900958300","2013-2017","Homeowner","Number","Cost-burdened Households",1002
"Oxford","0900958300","2013-2017","Homeowner","Number","Margins of Error",211.7
"Oxford","0900958300","2013-2017","Homeowner","Percent","Cost-burdened Households",34.7
"Oxford","0900958300","2013-2017","Homeowner","Percent","Margins of Error",6.71
"Oxford","0900958300","2013-2017","Renter","Number","Cost-burdened Households",106
"Oxford","0900958300","2013-2017","Renter","Number","Margins of Error",91.55
"Oxford","0900958300","2013-2017","Renter","Percent","Cost-burdened Households",32.1
"Oxford","0900958300","2013-2017","Renter","Percent","Margins of Error",25.25
"Oxford","0900958300","2014-2018","All","Number","Cost-burdened Households",1017
"Oxford","0900958300","2014-2018","All","Number","Margins of Error",234.5
"Oxford","0900958300","2014-2018","All","Percent","Cost-burdened Households",31.75
"Oxford","0900958300","2014-2018","All","Percent","Margins of Error",6.82
"Oxford","0900958300","2014-2018","Homeowner","Number","Cost-burdened Households",895
"Oxford","0900958300","2014-2018","Homeowner","Number","Margins of Error",217
"Oxford","0900958300","2014-2018","Homeowner","Percent","Cost-burdened Households",30.6
"Oxford","0900958300","2014-2018","Homeowner","Percent","Margins of Error",6.91
"Oxford","0900958300","2014-2018","Renter","Number","Cost-burdened Households",122
"Oxford","0900958300","2014-2018","Renter","Number","Margins of Error",88.89
"Oxford","0900958300","2014-2018","Renter","Percent","Cost-burdened Households",43.6
"Oxford","0900958300","2014-2018","Renter","Percent","Margins of Error",28.36
"Oxford","0900958300","2015-2019","All","Number","Cost-burdened Households",1008
"Oxford","0900958300","2015-2019","All","Number","Margins of Error",225.02
"Oxford","0900958300","2015-2019","All","Percent","Cost-burdened Households",30.72
"Oxford","0900958300","2015-2019","All","Percent","Margins of Error",6.3
"Oxford","0900958300","2015-2019","Homeowner","Number","Cost-burdened Households",887
"Oxford","0900958300","2015-2019","Homeowner","Number","Margins of Error",208.94
"Oxford","0900958300","2015-2019","Homeowner","Percent","Cost-burdened Households",29.3
"Oxford","0900958300","2015-2019","Homeowner","Percent","Margins of Error",6.66
"Oxford","0900958300","2015-2019","Renter","Number","Cost-burdened Households",121
"Oxford","0900958300","2015-2019","Renter","Number","Margins of Error",83.52
"Oxford","0900958300","2015-2019","Renter","Percent","Cost-burdened Households",48.6
"Oxford","0900958300","2015-2019","Renter","Percent","Margins of Error",28.93
"Plainfield","0901559980","2006-2010","All","Number","Cost-burdened Households",1720
"Plainfield","0901559980","2006-2010","All","Number","Margins of Error",288.63
"Plainfield","0901559980","2006-2010","All","Percent","Cost-burdened Households",40.6
"Plainfield","0901559980","2006-2010","All","Percent","Margins of Error",5.94
"Plainfield","0901559980","2006-2010","Homeowner","Number","Cost-burdened Households",1231
"Plainfield","0901559980","2006-2010","Homeowner","Number","Margins of Error",236.4
"Plainfield","0901559980","2006-2010","Homeowner","Percent","Cost-burdened Households",41
"Plainfield","0901559980","2006-2010","Homeowner","Percent","Margins of Error",6.86
"Plainfield","0901559980","2006-2010","Renter","Number","Cost-burdened Households",489
"Plainfield","0901559980","2006-2010","Renter","Number","Margins of Error",165.6
"Plainfield","0901559980","2006-2010","Renter","Percent","Cost-burdened Households",39.5
"Plainfield","0901559980","2006-2010","Renter","Percent","Margins of Error",12.79
"Plainfield","0901559980","2007-2011","All","Number","Cost-burdened Households",1971
"Plainfield","0901559980","2007-2011","All","Number","Margins of Error",293.54
"Plainfield","0901559980","2007-2011","All","Percent","Cost-burdened Households",44.85
"Plainfield","0901559980","2007-2011","All","Percent","Margins of Error",5.49
"Plainfield","0901559980","2007-2011","Homeowner","Number","Cost-burdened Households",1372
"Plainfield","0901559980","2007-2011","Homeowner","Number","Margins of Error",240.65
"Plainfield","0901559980","2007-2011","Homeowner","Percent","Cost-burdened Households",45.4
"Plainfield","0901559980","2007-2011","Homeowner","Percent","Margins of Error",6.93
"Plainfield","0901559980","2007-2011","Renter","Number","Cost-burdened Households",599
"Plainfield","0901559980","2007-2011","Renter","Number","Margins of Error",168.08
"Plainfield","0901559980","2007-2011","Renter","Percent","Cost-burdened Households",43.7
"Plainfield","0901559980","2007-2011","Renter","Percent","Margins of Error",10.6
"Plainfield","0901559980","2008-2012","All","Number","Cost-burdened Households",1815
"Plainfield","0901559980","2008-2012","All","Number","Margins of Error",290.69
"Plainfield","0901559980","2008-2012","All","Percent","Cost-burdened Households",41.57
"Plainfield","0901559980","2008-2012","All","Percent","Margins of Error",5.61
"Plainfield","0901559980","2008-2012","Homeowner","Number","Cost-burdened Households",1236
"Plainfield","0901559980","2008-2012","Homeowner","Number","Margins of Error",241.66
"Plainfield","0901559980","2008-2012","Homeowner","Percent","Cost-burdened Households",40.9
"Plainfield","0901559980","2008-2012","Homeowner","Percent","Margins of Error",7.36
"Plainfield","0901559980","2008-2012","Renter","Number","Cost-burdened Households",579
"Plainfield","0901559980","2008-2012","Renter","Number","Margins of Error",161.55
"Plainfield","0901559980","2008-2012","Renter","Percent","Cost-burdened Households",42.9
"Plainfield","0901559980","2008-2012","Renter","Percent","Margins of Error",10.42
"Plainfield","0901559980","2009-2013","All","Number","Cost-burdened Households",1804
"Plainfield","0901559980","2009-2013","All","Number","Margins of Error",304.57
"Plainfield","0901559980","2009-2013","All","Percent","Cost-burdened Households",41.64
"Plainfield","0901559980","2009-2013","All","Percent","Margins of Error",6.18
"Plainfield","0901559980","2009-2013","Homeowner","Number","Cost-burdened Households",1202
"Plainfield","0901559980","2009-2013","Homeowner","Number","Margins of Error",250.7
"Plainfield","0901559980","2009-2013","Homeowner","Percent","Cost-burdened Households",39.3
"Plainfield","0901559980","2009-2013","Homeowner","Percent","Margins of Error",7.65
"Plainfield","0901559980","2009-2013","Renter","Number","Cost-burdened Households",602
"Plainfield","0901559980","2009-2013","Renter","Number","Margins of Error",172.96
"Plainfield","0901559980","2009-2013","Renter","Percent","Cost-burdened Households",47.3
"Plainfield","0901559980","2009-2013","Renter","Percent","Margins of Error",10.69
"Plainfield","0901559980","2010-2014","All","Number","Cost-burdened Households",1934
"Plainfield","0901559980","2010-2014","All","Number","Margins of Error",292.82
"Plainfield","0901559980","2010-2014","All","Percent","Cost-burdened Households",42.89
"Plainfield","0901559980","2010-2014","All","Percent","Margins of Error",5.68
"Plainfield","0901559980","2010-2014","Homeowner","Number","Cost-burdened Households",1184
"Plainfield","0901559980","2010-2014","Homeowner","Number","Margins of Error",213.93
"Plainfield","0901559980","2010-2014","Homeowner","Percent","Cost-burdened Households",37.7
"Plainfield","0901559980","2010-2014","Homeowner","Percent","Margins of Error",6.08
"Plainfield","0901559980","2010-2014","Renter","Number","Cost-burdened Households",750
"Plainfield","0901559980","2010-2014","Renter","Number","Margins of Error",199.94
"Plainfield","0901559980","2010-2014","Renter","Percent","Cost-burdened Households",54.9
"Plainfield","0901559980","2010-2014","Renter","Percent","Margins of Error",11.93
"Plainfield","0901559980","2011-2015","All","Number","Cost-burdened Households",1827
"Plainfield","0901559980","2011-2015","All","Number","Margins of Error",307.41
"Plainfield","0901559980","2011-2015","All","Percent","Cost-burdened Households",40.32
"Plainfield","0901559980","2011-2015","All","Percent","Margins of Error",5.9
"Plainfield","0901559980","2011-2015","Homeowner","Number","Cost-burdened Households",1092
"Plainfield","0901559980","2011-2015","Homeowner","Number","Margins of Error",238
"Plainfield","0901559980","2011-2015","Homeowner","Percent","Cost-burdened Households",35.2
"Plainfield","0901559980","2011-2015","Homeowner","Percent","Margins of Error",7.28
"Plainfield","0901559980","2011-2015","Renter","Number","Cost-burdened Households",735
"Plainfield","0901559980","2011-2015","Renter","Number","Margins of Error",194.56
"Plainfield","0901559980","2011-2015","Renter","Percent","Cost-burdened Households",51.3
"Plainfield","0901559980","2011-2015","Renter","Percent","Margins of Error",13.16
"Plainfield","0901559980","2012-2016","All","Number","Cost-burdened Households",1406
"Plainfield","0901559980","2012-2016","All","Number","Margins of Error",259.42
"Plainfield","0901559980","2012-2016","All","Percent","Cost-burdened Households",31.84
"Plainfield","0901559980","2012-2016","All","Percent","Margins of Error",5.31
"Plainfield","0901559980","2012-2016","Homeowner","Number","Cost-burdened Households",782
"Plainfield","0901559980","2012-2016","Homeowner","Number","Margins of Error",172.31
"Plainfield","0901559980","2012-2016","Homeowner","Percent","Cost-burdened Households",26.8
"Plainfield","0901559980","2012-2016","Homeowner","Percent","Margins of Error",5.51
"Plainfield","0901559980","2012-2016","Renter","Number","Cost-burdened Households",624
"Plainfield","0901559980","2012-2016","Renter","Number","Margins of Error",193.93
"Plainfield","0901559980","2012-2016","Renter","Percent","Cost-burdened Households",41.9
"Plainfield","0901559980","2012-2016","Renter","Percent","Margins of Error",12.66
"Plainfield","0901559980","2013-2017","All","Number","Cost-burdened Households",1335
"Plainfield","0901559980","2013-2017","All","Number","Margins of Error",238.25
"Plainfield","0901559980","2013-2017","All","Percent","Cost-burdened Households",30.69
"Plainfield","0901559980","2013-2017","All","Percent","Margins of Error",4.98
"Plainfield","0901559980","2013-2017","Homeowner","Number","Cost-burdened Households",769
"Plainfield","0901559980","2013-2017","Homeowner","Number","Margins of Error",172.31
"Plainfield","0901559980","2013-2017","Homeowner","Percent","Cost-burdened Households",27
"Plainfield","0901559980","2013-2017","Homeowner","Percent","Margins of Error",5.73
"Plainfield","0901559980","2013-2017","Renter","Number","Cost-burdened Households",566
"Plainfield","0901559980","2013-2017","Renter","Number","Margins of Error",164.54
"Plainfield","0901559980","2013-2017","Renter","Percent","Cost-burdened Households",37.7
"Plainfield","0901559980","2013-2017","Renter","Percent","Margins of Error",10.62
"Plainfield","0901559980","2014-2018","All","Number","Cost-burdened Households",1558
"Plainfield","0901559980","2014-2018","All","Number","Margins of Error",289.31
"Plainfield","0901559980","2014-2018","All","Percent","Cost-burdened Households",34.61
"Plainfield","0901559980","2014-2018","All","Percent","Margins of Error",5.85
"Plainfield","0901559980","2014-2018","Homeowner","Number","Cost-burdened Households",790
"Plainfield","0901559980","2014-2018","Homeowner","Number","Margins of Error",208.06
"Plainfield","0901559980","2014-2018","Homeowner","Percent","Cost-burdened Households",27.8
"Plainfield","0901559980","2014-2018","Homeowner","Percent","Margins of Error",6.81
"Plainfield","0901559980","2014-2018","Renter","Number","Cost-burdened Households",768
"Plainfield","0901559980","2014-2018","Renter","Number","Margins of Error",201.02
"Plainfield","0901559980","2014-2018","Renter","Percent","Cost-burdened Households",46.1
"Plainfield","0901559980","2014-2018","Renter","Percent","Margins of Error",12.03
"Plainfield","0901559980","2015-2019","All","Number","Cost-burdened Households",1414
"Plainfield","0901559980","2015-2019","All","Number","Margins of Error",266.77
"Plainfield","0901559980","2015-2019","All","Percent","Cost-burdened Households",32.31
"Plainfield","0901559980","2015-2019","All","Percent","Margins of Error",5.38
"Plainfield","0901559980","2015-2019","Homeowner","Number","Cost-burdened Households",674
