"Town","FIPS","Year","Householder Status","Measure Type","Variable","Value"
"Rocky Hill","0900365370","2013-2017","All","Number","Cost-burdened Households",2238
"Rocky Hill","0900365370","2013-2017","All","Number","Margins of Error",402.65
"Rocky Hill","0900365370","2013-2017","All","Percent","Cost-burdened Households",34.77
"Rocky Hill","0900365370","2013-2017","All","Percent","Margins of Error",5.67
"Rocky Hill","0900365370","2013-2017","Homeowner","Number","Cost-burdened Households",1141
"Rocky Hill","0900365370","2013-2017","Homeowner","Number","Margins of Error",284.92
"Rocky Hill","0900365370","2013-2017","Homeowner","Percent","Cost-burdened Households",30.8
"Rocky Hill","0900365370","2013-2017","Homeowner","Percent","Margins of Error",6.94
"Rocky Hill","0900365370","2013-2017","Renter","Number","Cost-burdened Households",1097
"Rocky Hill","0900365370","2013-2017","Renter","Number","Margins of Error",284.52
"Rocky Hill","0900365370","2013-2017","Renter","Percent","Cost-burdened Households",40.1
"Rocky Hill","0900365370","2013-2017","Renter","Percent","Margins of Error",10.1
"Rocky Hill","0900365370","2014-2018","All","Number","Cost-burdened Households",2090
"Rocky Hill","0900365370","2014-2018","All","Number","Margins of Error",343.85
"Rocky Hill","0900365370","2014-2018","All","Percent","Cost-burdened Households",32.87
"Rocky Hill","0900365370","2014-2018","All","Percent","Margins of Error",4.8
"Rocky Hill","0900365370","2014-2018","Homeowner","Number","Cost-burdened Households",945
"Rocky Hill","0900365370","2014-2018","Homeowner","Number","Margins of Error",226.01
"Rocky Hill","0900365370","2014-2018","Homeowner","Percent","Cost-burdened Households",27.7
"Rocky Hill","0900365370","2014-2018","Homeowner","Percent","Margins of Error",6.3
"Rocky Hill","0900365370","2014-2018","Renter","Number","Cost-burdened Households",1145
"Rocky Hill","0900365370","2014-2018","Renter","Number","Margins of Error",259.14
"Rocky Hill","0900365370","2014-2018","Renter","Percent","Cost-burdened Households",38.8
"Rocky Hill","0900365370","2014-2018","Renter","Percent","Margins of Error",8.16
"Rocky Hill","0900365370","2015-2019","All","Number","Cost-burdened Households",2016
"Rocky Hill","0900365370","2015-2019","All","Number","Margins of Error",393.09
"Rocky Hill","0900365370","2015-2019","All","Percent","Cost-burdened Households",31.46
"Rocky Hill","0900365370","2015-2019","All","Percent","Margins of Error",5.77
"Rocky Hill","0900365370","2015-2019","Homeowner","Number","Cost-burdened Households",903
"Rocky Hill","0900365370","2015-2019","Homeowner","Number","Margins of Error",231.21
"Rocky Hill","0900365370","2015-2019","Homeowner","Percent","Cost-burdened Households",26.9
"Rocky Hill","0900365370","2015-2019","Homeowner","Percent","Margins of Error",6.31
"Rocky Hill","0900365370","2015-2019","Renter","Number","Cost-burdened Households",1113
"Rocky Hill","0900365370","2015-2019","Renter","Number","Margins of Error",317.91
"Rocky Hill","0900365370","2015-2019","Renter","Percent","Cost-burdened Households",36.5
"Rocky Hill","0900365370","2015-2019","Renter","Percent","Margins of Error",9.48
"Roxbury","0900565930","2006-2010","All","Number","Cost-burdened Households",338
"Roxbury","0900565930","2006-2010","All","Number","Margins of Error",93.08
"Roxbury","0900565930","2006-2010","All","Percent","Cost-burdened Households",50.22
"Roxbury","0900565930","2006-2010","All","Percent","Margins of Error",12.15
"Roxbury","0900565930","2006-2010","Homeowner","Number","Cost-burdened Households",270
"Roxbury","0900565930","2006-2010","Homeowner","Number","Margins of Error",84.12
"Roxbury","0900565930","2006-2010","Homeowner","Percent","Cost-burdened Households",47.8
"Roxbury","0900565930","2006-2010","Homeowner","Percent","Margins of Error",12.66
"Roxbury","0900565930","2006-2010","Renter","Number","Cost-burdened Households",68
"Roxbury","0900565930","2006-2010","Renter","Number","Margins of Error",39.85
"Roxbury","0900565930","2006-2010","Renter","Percent","Cost-burdened Households",63
"Roxbury","0900565930","2006-2010","Renter","Percent","Margins of Error",26.04
"Roxbury","0900565930","2007-2011","All","Number","Cost-burdened Households",333
"Roxbury","0900565930","2007-2011","All","Number","Margins of Error",83.01
"Roxbury","0900565930","2007-2011","All","Percent","Cost-burdened Households",49.63
"Roxbury","0900565930","2007-2011","All","Percent","Margins of Error",10.14
"Roxbury","0900565930","2007-2011","Homeowner","Number","Cost-burdened Households",279
"Roxbury","0900565930","2007-2011","Homeowner","Number","Margins of Error",73.82
"Roxbury","0900565930","2007-2011","Homeowner","Percent","Cost-burdened Households",49.4
"Roxbury","0900565930","2007-2011","Homeowner","Percent","Margins of Error",10.54
"Roxbury","0900565930","2007-2011","Renter","Number","Cost-burdened Households",54
"Roxbury","0900565930","2007-2011","Renter","Number","Margins of Error",37.95
"Roxbury","0900565930","2007-2011","Renter","Percent","Cost-burdened Households",50.9
"Roxbury","0900565930","2007-2011","Renter","Percent","Margins of Error",27.63
"Roxbury","0900565930","2008-2012","All","Number","Cost-burdened Households",348
"Roxbury","0900565930","2008-2012","All","Number","Margins of Error",84.91
"Roxbury","0900565930","2008-2012","All","Percent","Cost-burdened Households",51.86
"Roxbury","0900565930","2008-2012","All","Percent","Margins of Error",9.99
"Roxbury","0900565930","2008-2012","Homeowner","Number","Cost-burdened Households",281
"Roxbury","0900565930","2008-2012","Homeowner","Number","Margins of Error",72.45
"Roxbury","0900565930","2008-2012","Homeowner","Percent","Cost-burdened Households",50.3
"Roxbury","0900565930","2008-2012","Homeowner","Percent","Margins of Error",10.35
"Roxbury","0900565930","2008-2012","Renter","Number","Cost-burdened Households",67
"Roxbury","0900565930","2008-2012","Renter","Number","Margins of Error",44.27
"Roxbury","0900565930","2008-2012","Renter","Percent","Cost-burdened Households",59.8
"Roxbury","0900565930","2008-2012","Renter","Percent","Margins of Error",24.79
"Roxbury","0900565930","2009-2013","All","Number","Cost-burdened Households",284
"Roxbury","0900565930","2009-2013","All","Number","Margins of Error",68.34
"Roxbury","0900565930","2009-2013","All","Percent","Cost-burdened Households",43.96
"Roxbury","0900565930","2009-2013","All","Percent","Margins of Error",8.82
"Roxbury","0900565930","2009-2013","Homeowner","Number","Cost-burdened Households",213
"Roxbury","0900565930","2009-2013","Homeowner","Number","Margins of Error",53.34
"Roxbury","0900565930","2009-2013","Homeowner","Percent","Cost-burdened Households",43.2
"Roxbury","0900565930","2009-2013","Homeowner","Percent","Margins of Error",9.66
"Roxbury","0900565930","2009-2013","Renter","Number","Cost-burdened Households",71
"Roxbury","0900565930","2009-2013","Renter","Number","Margins of Error",42.72
"Roxbury","0900565930","2009-2013","Renter","Percent","Cost-burdened Households",46.4
"Roxbury","0900565930","2009-2013","Renter","Percent","Margins of Error",25.74
"Roxbury","0900565930","2010-2014","All","Number","Cost-burdened Households",299
"Roxbury","0900565930","2010-2014","All","Number","Margins of Error",69.3
"Roxbury","0900565930","2010-2014","All","Percent","Cost-burdened Households",47.84
"Roxbury","0900565930","2010-2014","All","Percent","Margins of Error",9.24
"Roxbury","0900565930","2010-2014","Homeowner","Number","Cost-burdened Households",227
"Roxbury","0900565930","2010-2014","Homeowner","Number","Margins of Error",57.98
"Roxbury","0900565930","2010-2014","Homeowner","Percent","Cost-burdened Households",48
"Roxbury","0900565930","2010-2014","Homeowner","Percent","Margins of Error",10.16
"Roxbury","0900565930","2010-2014","Renter","Number","Cost-burdened Households",72
"Roxbury","0900565930","2010-2014","Renter","Number","Margins of Error",37.95
"Roxbury","0900565930","2010-2014","Renter","Percent","Cost-burdened Households",47.4
"Roxbury","0900565930","2010-2014","Renter","Percent","Margins of Error",27.44
"Roxbury","0900565930","2011-2015","All","Number","Cost-burdened Households",289
"Roxbury","0900565930","2011-2015","All","Number","Margins of Error",60.58
"Roxbury","0900565930","2011-2015","All","Percent","Cost-burdened Households",45.37
"Roxbury","0900565930","2011-2015","All","Percent","Margins of Error",7.21
"Roxbury","0900565930","2011-2015","Homeowner","Number","Cost-burdened Households",235
"Roxbury","0900565930","2011-2015","Homeowner","Number","Margins of Error",50.25
"Roxbury","0900565930","2011-2015","Homeowner","Percent","Cost-burdened Households",45.5
"Roxbury","0900565930","2011-2015","Homeowner","Percent","Margins of Error",8.08
"Roxbury","0900565930","2011-2015","Renter","Number","Cost-burdened Households",54
"Roxbury","0900565930","2011-2015","Renter","Number","Margins of Error",33.84
"Roxbury","0900565930","2011-2015","Renter","Percent","Cost-burdened Households",44.6
"Roxbury","0900565930","2011-2015","Renter","Percent","Margins of Error",27.74
"Roxbury","0900565930","2012-2016","All","Number","Cost-burdened Households",253
"Roxbury","0900565930","2012-2016","All","Number","Margins of Error",59.02
"Roxbury","0900565930","2012-2016","All","Percent","Cost-burdened Households",38.86
"Roxbury","0900565930","2012-2016","All","Percent","Margins of Error",7.94
"Roxbury","0900565930","2012-2016","Homeowner","Number","Cost-burdened Households",200
"Roxbury","0900565930","2012-2016","Homeowner","Number","Margins of Error",49.65
"Roxbury","0900565930","2012-2016","Homeowner","Percent","Cost-burdened Households",37.8
"Roxbury","0900565930","2012-2016","Homeowner","Percent","Margins of Error",8.96
"Roxbury","0900565930","2012-2016","Renter","Number","Cost-burdened Households",53
"Roxbury","0900565930","2012-2016","Renter","Number","Margins of Error",31.91
"Roxbury","0900565930","2012-2016","Renter","Percent","Cost-burdened Households",43.5
"Roxbury","0900565930","2012-2016","Renter","Percent","Margins of Error",25.38
"Roxbury","0900565930","2013-2017","All","Number","Cost-burdened Households",255
"Roxbury","0900565930","2013-2017","All","Number","Margins of Error",68.9
"Roxbury","0900565930","2013-2017","All","Percent","Cost-burdened Households",39.35
"Roxbury","0900565930","2013-2017","All","Percent","Margins of Error",9.35
"Roxbury","0900565930","2013-2017","Homeowner","Number","Cost-burdened Households",190
"Roxbury","0900565930","2013-2017","Homeowner","Number","Margins of Error",59.81
"Roxbury","0900565930","2013-2017","Homeowner","Percent","Cost-burdened Households",38.4
"Roxbury","0900565930","2013-2017","Homeowner","Percent","Margins of Error",10.85
"Roxbury","0900565930","2013-2017","Renter","Number","Cost-burdened Households",65
"Roxbury","0900565930","2013-2017","Renter","Number","Margins of Error",34.21
"Roxbury","0900565930","2013-2017","Renter","Percent","Cost-burdened Households",42.8
"Roxbury","0900565930","2013-2017","Renter","Percent","Margins of Error",23.13
"Roxbury","0900565930","2014-2018","All","Number","Cost-burdened Households",240
"Roxbury","0900565930","2014-2018","All","Number","Margins of Error",59.08
"Roxbury","0900565930","2014-2018","All","Percent","Cost-burdened Households",41.45
"Roxbury","0900565930","2014-2018","All","Percent","Margins of Error",8.7
"Roxbury","0900565930","2014-2018","Homeowner","Number","Cost-burdened Households",183
"Roxbury","0900565930","2014-2018","Homeowner","Number","Margins of Error",49.73
"Roxbury","0900565930","2014-2018","Homeowner","Percent","Cost-burdened Households",38.9
"Roxbury","0900565930","2014-2018","Homeowner","Percent","Margins of Error",9.2
"Roxbury","0900565930","2014-2018","Renter","Number","Cost-burdened Households",57
"Roxbury","0900565930","2014-2018","Renter","Number","Margins of Error",31.89
"Roxbury","0900565930","2014-2018","Renter","Percent","Cost-burdened Households",52.8
"Roxbury","0900565930","2014-2018","Renter","Percent","Margins of Error",26.39
"Roxbury","0900565930","2015-2019","All","Number","Cost-burdened Households",285
"Roxbury","0900565930","2015-2019","All","Number","Margins of Error",68.63
"Roxbury","0900565930","2015-2019","All","Percent","Cost-burdened Households",47.58
"Roxbury","0900565930","2015-2019","All","Percent","Margins of Error",9.86
"Roxbury","0900565930","2015-2019","Homeowner","Number","Cost-burdened Households",229
"Roxbury","0900565930","2015-2019","Homeowner","Number","Margins of Error",59.24
"Roxbury","0900565930","2015-2019","Homeowner","Percent","Cost-burdened Households",46
"Roxbury","0900565930","2015-2019","Homeowner","Percent","Margins of Error",10.65
"Roxbury","0900565930","2015-2019","Renter","Number","Cost-burdened Households",56
"Roxbury","0900565930","2015-2019","Renter","Number","Margins of Error",34.66
"Roxbury","0900565930","2015-2019","Renter","Percent","Cost-burdened Households",54.9
"Roxbury","0900565930","2015-2019","Renter","Percent","Margins of Error",31.61
"Salem","0901166210","2006-2010","All","Number","Cost-burdened Households",500
"Salem","0901166210","2006-2010","All","Number","Margins of Error",135.07
"Salem","0901166210","2006-2010","All","Percent","Cost-burdened Households",42.81
"Salem","0901166210","2006-2010","All","Percent","Margins of Error",10.56
"Salem","0901166210","2006-2010","Homeowner","Number","Cost-burdened Households",418
"Salem","0901166210","2006-2010","Homeowner","Number","Margins of Error",119.44
"Salem","0901166210","2006-2010","Homeowner","Percent","Cost-burdened Households",39.2
"Salem","0901166210","2006-2010","Homeowner","Percent","Margins of Error",9.49
"Salem","0901166210","2006-2010","Renter","Number","Cost-burdened Households",82
"Salem","0901166210","2006-2010","Renter","Number","Margins of Error",63.07
"Salem","0901166210","2006-2010","Renter","Percent","Cost-burdened Households",80.4
"Salem","0901166210","2006-2010","Renter","Percent","Margins of Error",43.55
"Salem","0901166210","2007-2011","All","Number","Cost-burdened Households",482
"Salem","0901166210","2007-2011","All","Number","Margins of Error",119.6
"Salem","0901166210","2007-2011","All","Percent","Cost-burdened Households",41.44
"Salem","0901166210","2007-2011","All","Percent","Margins of Error",9.42
"Salem","0901166210","2007-2011","Homeowner","Number","Cost-burdened Households",421
"Salem","0901166210","2007-2011","Homeowner","Number","Margins of Error",112.77
"Salem","0901166210","2007-2011","Homeowner","Percent","Cost-burdened Households",38.9
"Salem","0901166210","2007-2011","Homeowner","Percent","Margins of Error",9.21
"Salem","0901166210","2007-2011","Renter","Number","Cost-burdened Households",61
"Salem","0901166210","2007-2011","Renter","Number","Margins of Error",39.82
"Salem","0901166210","2007-2011","Renter","Percent","Cost-burdened Households",76.3
"Salem","0901166210","2007-2011","Renter","Percent","Margins of Error",44.41
"Salem","0901166210","2008-2012","All","Number","Cost-burdened Households",443
"Salem","0901166210","2008-2012","All","Number","Margins of Error",113.87
"Salem","0901166210","2008-2012","All","Percent","Cost-burdened Households",38.29
"Salem","0901166210","2008-2012","All","Percent","Margins of Error",9.13
"Salem","0901166210","2008-2012","Homeowner","Number","Cost-burdened Households",398
"Salem","0901166210","2008-2012","Homeowner","Number","Margins of Error",109.12
"Salem","0901166210","2008-2012","Homeowner","Percent","Cost-burdened Households",36.7
"Salem","0901166210","2008-2012","Homeowner","Percent","Margins of Error",9.18
"Salem","0901166210","2008-2012","Renter","Number","Cost-burdened Households",45
"Salem","0901166210","2008-2012","Renter","Number","Margins of Error",32.53
"Salem","0901166210","2008-2012","Renter","Percent","Cost-burdened Households",61.6
"Salem","0901166210","2008-2012","Renter","Percent","Margins of Error",41.79
"Salem","0901166210","2009-2013","All","Number","Cost-burdened Households",411
"Salem","0901166210","2009-2013","All","Number","Margins of Error",107.11
"Salem","0901166210","2009-2013","All","Percent","Cost-burdened Households",37.92
"Salem","0901166210","2009-2013","All","Percent","Margins of Error",9.08
"Salem","0901166210","2009-2013","Homeowner","Number","Cost-burdened Households",368
"Salem","0901166210","2009-2013","Homeowner","Number","Margins of Error",102.22
"Salem","0901166210","2009-2013","Homeowner","Percent","Cost-burdened Households",36.2
"Salem","0901166210","2009-2013","Homeowner","Percent","Margins of Error",9.26
"Salem","0901166210","2009-2013","Renter","Number","Cost-burdened Households",43
"Salem","0901166210","2009-2013","Renter","Number","Margins of Error",32.02
"Salem","0901166210","2009-2013","Renter","Percent","Cost-burdened Households",61.4
"Salem","0901166210","2009-2013","Renter","Percent","Margins of Error",41.93
"Salem","0901166210","2010-2014","All","Number","Cost-burdened Households",409
"Salem","0901166210","2010-2014","All","Number","Margins of Error",103.55
"Salem","0901166210","2010-2014","All","Percent","Cost-burdened Households",37.66
"Salem","0901166210","2010-2014","All","Percent","Margins of Error",8.64
"Salem","0901166210","2010-2014","Homeowner","Number","Cost-burdened Households",370
"Salem","0901166210","2010-2014","Homeowner","Number","Margins of Error",98.41
"Salem","0901166210","2010-2014","Homeowner","Percent","Cost-burdened Households",36.2
"Salem","0901166210","2010-2014","Homeowner","Percent","Margins of Error",8.96
"Salem","0901166210","2010-2014","Renter","Number","Cost-burdened Households",39
"Salem","0901166210","2010-2014","Renter","Number","Margins of Error",32.2
"Salem","0901166210","2010-2014","Renter","Percent","Cost-burdened Households",62.9
"Salem","0901166210","2010-2014","Renter","Percent","Margins of Error",43.55
"Salem","0901166210","2011-2015","All","Number","Cost-burdened Households",422
"Salem","0901166210","2011-2015","All","Number","Margins of Error",111.35
"Salem","0901166210","2011-2015","All","Percent","Cost-burdened Households",36.35
"Salem","0901166210","2011-2015","All","Percent","Margins of Error",8.83
"Salem","0901166210","2011-2015","Homeowner","Number","Cost-burdened Households",378
"Salem","0901166210","2011-2015","Homeowner","Number","Margins of Error",105.12
"Salem","0901166210","2011-2015","Homeowner","Percent","Cost-burdened Households",35
"Salem","0901166210","2011-2015","Homeowner","Percent","Margins of Error",8.99
"Salem","0901166210","2011-2015","Renter","Number","Cost-burdened Households",44
"Salem","0901166210","2011-2015","Renter","Number","Margins of Error",36.72
"Salem","0901166210","2011-2015","Renter","Percent","Cost-burdened Households",54.3
"Salem","0901166210","2011-2015","Renter","Percent","Margins of Error",39.02
"Salem","0901166210","2012-2016","All","Number","Cost-burdened Households",448
"Salem","0901166210","2012-2016","All","Number","Margins of Error",111.27
"Salem","0901166210","2012-2016","All","Percent","Cost-burdened Households",39.33
"Salem","0901166210","2012-2016","All","Percent","Margins of Error",8.57
"Salem","0901166210","2012-2016","Homeowner","Number","Cost-burdened Households",422
"Salem","0901166210","2012-2016","Homeowner","Number","Margins of Error",108.81
"Salem","0901166210","2012-2016","Homeowner","Percent","Cost-burdened Households",39.6
"Salem","0901166210","2012-2016","Homeowner","Percent","Margins of Error",9.92
"Salem","0901166210","2012-2016","Renter","Number","Cost-burdened Households",26
"Salem","0901166210","2012-2016","Renter","Number","Margins of Error",23.26
"Salem","0901166210","2012-2016","Renter","Percent","Cost-burdened Households",35.2
"Salem","0901166210","2012-2016","Renter","Percent","Margins of Error",30.5
"Salem","0901166210","2013-2017","All","Number","Cost-burdened Households",452
"Salem","0901166210","2013-2017","All","Number","Margins of Error",115.54
"Salem","0901166210","2013-2017","All","Percent","Cost-burdened Households",36.69
"Salem","0901166210","2013-2017","All","Percent","Margins of Error",8.26
"Salem","0901166210","2013-2017","Homeowner","Number","Cost-burdened Households",425
"Salem","0901166210","2013-2017","Homeowner","Number","Margins of Error",112.89
"Salem","0901166210","2013-2017","Homeowner","Percent","Cost-burdened Households",37.8
"Salem","0901166210","2013-2017","Homeowner","Percent","Margins of Error",9.22
"Salem","0901166210","2013-2017","Renter","Number","Cost-burdened Households",27
"Salem","0901166210","2013-2017","Renter","Number","Margins of Error",24.6
"Salem","0901166210","2013-2017","Renter","Percent","Cost-burdened Households",24.7
"Salem","0901166210","2013-2017","Renter","Percent","Margins of Error",23.27
"Salem","0901166210","2014-2018","All","Number","Cost-burdened Households",380
"Salem","0901166210","2014-2018","All","Number","Margins of Error",109.65
"Salem","0901166210","2014-2018","All","Percent","Cost-burdened Households",29.94
"Salem","0901166210","2014-2018","All","Percent","Margins of Error",8.15
"Salem","0901166210","2014-2018","Homeowner","Number","Cost-burdened Households",361
"Salem","0901166210","2014-2018","Homeowner","Number","Margins of Error",107.38
"Salem","0901166210","2014-2018","Homeowner","Percent","Cost-burdened Households",31.4
"Salem","0901166210","2014-2018","Homeowner","Percent","Margins of Error",9.33
"Salem","0901166210","2014-2018","Renter","Number","Cost-burdened Households",19
"Salem","0901166210","2014-2018","Renter","Number","Margins of Error",22.2
"Salem","0901166210","2014-2018","Renter","Percent","Cost-burdened Households",15.7
"Salem","0901166210","2014-2018","Renter","Percent","Margins of Error",19.44
"Salem","0901166210","2015-2019","All","Number","Cost-burdened Households",400
"Salem","0901166210","2015-2019","All","Number","Margins of Error",128.51
"Salem","0901166210","2015-2019","All","Percent","Cost-burdened Households",30.58
"Salem","0901166210","2015-2019","All","Percent","Margins of Error",9.25
"Salem","0901166210","2015-2019","Homeowner","Number","Cost-burdened Households",362
"Salem","0901166210","2015-2019","Homeowner","Number","Margins of Error",123.41
"Salem","0901166210","2015-2019","Homeowner","Percent","Cost-burdened Households",31.3
"Salem","0901166210","2015-2019","Homeowner","Percent","Margins of Error",9.87
"Salem","0901166210","2015-2019","Renter","Number","Cost-burdened Households",38
"Salem","0901166210","2015-2019","Renter","Number","Margins of Error",35.85
"Salem","0901166210","2015-2019","Renter","Percent","Cost-burdened Households",25
"Salem","0901166210","2015-2019","Renter","Percent","Margins of Error",21.69
"Salisbury","0900566420","2006-2010","All","Number","Cost-burdened Households",463
"Salisbury","0900566420","2006-2010","All","Number","Margins of Error",141.09
"Salisbury","0900566420","2006-2010","All","Percent","Cost-burdened Households",47.63
"Salisbury","0900566420","2006-2010","All","Percent","Margins of Error",11.35
"Salisbury","0900566420","2006-2010","Homeowner","Number","Cost-burdened Households",306
"Salisbury","0900566420","2006-2010","Homeowner","Number","Margins of Error",99.28
"Salisbury","0900566420","2006-2010","Homeowner","Percent","Cost-burdened Households",48.3
"Salisbury","0900566420","2006-2010","Homeowner","Percent","Margins of Error",13.22
"Salisbury","0900566420","2006-2010","Renter","Number","Cost-burdened Households",157
"Salisbury","0900566420","2006-2010","Renter","Number","Margins of Error",100.24
"Salisbury","0900566420","2006-2010","Renter","Percent","Cost-burdened Households",46.3
"Salisbury","0900566420","2006-2010","Renter","Percent","Margins of Error",24.07
"Salisbury","0900566420","2007-2011","All","Number","Cost-burdened Households",382
"Salisbury","0900566420","2007-2011","All","Number","Margins of Error",125.37
"Salisbury","0900566420","2007-2011","All","Percent","Cost-burdened Households",42.59
"Salisbury","0900566420","2007-2011","All","Percent","Margins of Error",11.27
"Salisbury","0900566420","2007-2011","Homeowner","Number","Cost-burdened Households",253
"Salisbury","0900566420","2007-2011","Homeowner","Number","Margins of Error",100.66
"Salisbury","0900566420","2007-2011","Homeowner","Percent","Cost-burdened Households",42.5
"Salisbury","0900566420","2007-2011","Homeowner","Percent","Margins of Error",12.61
"Salisbury","0900566420","2007-2011","Renter","Number","Cost-burdened Households",129
"Salisbury","0900566420","2007-2011","Renter","Number","Margins of Error",74.73
"Salisbury","0900566420","2007-2011","Renter","Percent","Cost-burdened Households",42.7
"Salisbury","0900566420","2007-2011","Renter","Percent","Margins of Error",21.54
"Salisbury","0900566420","2008-2012","All","Number","Cost-burdened Households",405
"Salisbury","0900566420","2008-2012","All","Number","Margins of Error",136.62
"Salisbury","0900566420","2008-2012","All","Percent","Cost-burdened Households",42.41
"Salisbury","0900566420","2008-2012","All","Percent","Margins of Error",11.46
"Salisbury","0900566420","2008-2012","Homeowner","Number","Cost-burdened Households",292
"Salisbury","0900566420","2008-2012","Homeowner","Number","Margins of Error",106.32
"Salisbury","0900566420","2008-2012","Homeowner","Percent","Cost-burdened Households",47.1
"Salisbury","0900566420","2008-2012","Homeowner","Percent","Margins of Error",12.85
"Salisbury","0900566420","2008-2012","Renter","Number","Cost-burdened Households",113
"Salisbury","0900566420","2008-2012","Renter","Number","Margins of Error",85.8
"Salisbury","0900566420","2008-2012","Renter","Percent","Cost-burdened Households",33.6
"Salisbury","0900566420","2008-2012","Renter","Percent","Margins of Error",23.87
"Salisbury","0900566420","2009-2013","All","Number","Cost-burdened Households",411
"Salisbury","0900566420","2009-2013","All","Number","Margins of Error",144.55
"Salisbury","0900566420","2009-2013","All","Percent","Cost-burdened Households",44.72
"Salisbury","0900566420","2009-2013","All","Percent","Margins of Error",12.73
"Salisbury","0900566420","2009-2013","Homeowner","Number","Cost-burdened Households",325
"Salisbury","0900566420","2009-2013","Homeowner","Number","Margins of Error",128.55
"Salisbury","0900566420","2009-2013","Homeowner","Percent","Cost-burdened Households",51.2
"Salisbury","0900566420","2009-2013","Homeowner","Percent","Margins of Error",14.55
"Salisbury","0900566420","2009-2013","Renter","Number","Cost-burdened Households",86
"Salisbury","0900566420","2009-2013","Renter","Number","Margins of Error",66.1
"Salisbury","0900566420","2009-2013","Renter","Percent","Cost-burdened Households",30.2
"Salisbury","0900566420","2009-2013","Renter","Percent","Margins of Error",21.42
"Salisbury","0900566420","2010-2014","All","Number","Cost-burdened Households",347
"Salisbury","0900566420","2010-2014","All","Number","Margins of Error",122.69
"Salisbury","0900566420","2010-2014","All","Percent","Cost-burdened Households",35.63
"Salisbury","0900566420","2010-2014","All","Percent","Margins of Error",10.9
"Salisbury","0900566420","2010-2014","Homeowner","Number","Cost-burdened Households",250
"Salisbury","0900566420","2010-2014","Homeowner","Number","Margins of Error",101.19
"Salisbury","0900566420","2010-2014","Homeowner","Percent","Cost-burdened Households",39.5
"Salisbury","0900566420","2010-2014","Homeowner","Percent","Margins of Error",13.71
"Salisbury","0900566420","2010-2014","Renter","Number","Cost-burdened Households",97
"Salisbury","0900566420","2010-2014","Renter","Number","Margins of Error",69.38
"Salisbury","0900566420","2010-2014","Renter","Percent","Cost-burdened Households",28.4
"Salisbury","0900566420","2010-2014","Renter","Percent","Margins of Error",18.51
"Salisbury","0900566420","2011-2015","All","Number","Cost-burdened Households",368
"Salisbury","0900566420","2011-2015","All","Number","Margins of Error",118.63
"Salisbury","0900566420","2011-2015","All","Percent","Cost-burdened Households",37.28
"Salisbury","0900566420","2011-2015","All","Percent","Margins of Error",10.13
"Salisbury","0900566420","2011-2015","Homeowner","Number","Cost-burdened Households",223
"Salisbury","0900566420","2011-2015","Homeowner","Number","Margins of Error",86.76
"Salisbury","0900566420","2011-2015","Homeowner","Percent","Cost-burdened Households",38
"Salisbury","0900566420","2011-2015","Homeowner","Percent","Margins of Error",12.76
"Salisbury","0900566420","2011-2015","Renter","Number","Cost-burdened Households",145
"Salisbury","0900566420","2011-2015","Renter","Number","Margins of Error",80.89
"Salisbury","0900566420","2011-2015","Renter","Percent","Cost-burdened Households",36.2
"Salisbury","0900566420","2011-2015","Renter","Percent","Margins of Error",18.25
"Salisbury","0900566420","2012-2016","All","Number","Cost-burdened Households",406
"Salisbury","0900566420","2012-2016","All","Number","Margins of Error",127.13
"Salisbury","0900566420","2012-2016","All","Percent","Cost-burdened Households",37.38
"Salisbury","0900566420","2012-2016","All","Percent","Margins of Error",9.81
"Salisbury","0900566420","2012-2016","Homeowner","Number","Cost-burdened Households",200
"Salisbury","0900566420","2012-2016","Homeowner","Number","Margins of Error",82.15
"Salisbury","0900566420","2012-2016","Homeowner","Percent","Cost-burdened Households",32.2
"Salisbury","0900566420","2012-2016","Homeowner","Percent","Margins of Error",11.79
"Salisbury","0900566420","2012-2016","Renter","Number","Cost-burdened Households",206
"Salisbury","0900566420","2012-2016","Renter","Number","Margins of Error",97.02
"Salisbury","0900566420","2012-2016","Renter","Percent","Cost-burdened Households",44.3
"Salisbury","0900566420","2012-2016","Renter","Percent","Margins of Error",17.44
"Salisbury","0900566420","2013-2017","All","Number","Cost-burdened Households",377
"Salisbury","0900566420","2013-2017","All","Number","Margins of Error",122.23
"Salisbury","0900566420","2013-2017","All","Percent","Cost-burdened Households",35.77
"Salisbury","0900566420","2013-2017","All","Percent","Margins of Error",9.76
"Salisbury","0900566420","2013-2017","Homeowner","Number","Cost-burdened Households",157
"Salisbury","0900566420","2013-2017","Homeowner","Number","Margins of Error",74.52
"Salisbury","0900566420","2013-2017","Homeowner","Percent","Cost-burdened Households",24.5
"Salisbury","0900566420","2013-2017","Homeowner","Percent","Margins of Error",10.97
"Salisbury","0900566420","2013-2017","Renter","Number","Cost-burdened Households",220
"Salisbury","0900566420","2013-2017","Renter","Number","Margins of Error",96.88
"Salisbury","0900566420","2013-2017","Renter","Percent","Cost-burdened Households",53.1
"Salisbury","0900566420","2013-2017","Renter","Percent","Margins of Error",17.34
"Salisbury","0900566420","2014-2018","All","Number","Cost-burdened Households",339
"Salisbury","0900566420","2014-2018","All","Number","Margins of Error",109.18
"Salisbury","0900566420","2014-2018","All","Percent","Cost-burdened Households",29.71
"Salisbury","0900566420","2014-2018","All","Percent","Margins of Error",8.3
"Salisbury","0900566420","2014-2018","Homeowner","Number","Cost-burdened Households",126
